s1905	s1816	s1616
0.803972244	1.393914223	2.175086737
-0.07275641	0.72348243	-0.954196334
-0.360881776	-1.1043365	-0.7842713
-0.822212934	-0.426264733	-0.291231304
-0.407175392	-1.923764467	-2.451695919
1.47865355	2.359460115	1.154328108
1.183004737	1.889639616	1.181940317
0.113656819	0.086804867	-0.608421445
-1.407175422	1.01667881	-0.015596837
-1.645335197	0.236700296	0.773724139
1.302882314	1.41083765	-0.291231304
0.400179535	0.227177501	0.526930392
-1.123382449	-0.584962428	0.331205845
-0.258312047	-1.551795483	-2.83871913
-0.330824494	0.55862838	-0.217230707
-0.202816993	-0.165737197	0.680009663
0.102685571	1.67527318	0.306331187
-1.504472613	0.086804867	1.66051352
-0.663950861	-1.178337216	-0.451695949
-0.301380724	0.217591465	1.569365621
-0.555697978	-0.535493791	0.318822145
-0.645335197	1.359460115	0.281020135
-0.097847372	-1.310787559	0
0.503890872	0.488618612	0.343484163
-0.721283972	-0.584962428	-0.146841437
0.741687894	0.097297251	2.625748158
-1.760812283	-0.881944239	1.625748038
0.577057362	1.274174929	1.023083568
0.011777163	1.153679609	0.449525863
0.783508062	0.703018248	0.391578555
0.92724359	-0.068712682	-0.838719189
-1.573185444	-0.243042842	0.620712459
0.259087235	-0.861480117	-1.079727173
-1.258312106	-1.338801861	-2.539158821
-0.645335197	-0.283306837	-0.291231304
-1	-2.203872204	-1.217230678
-0.760812283	-1.203872204	0.526930392
-0.438884318	0.689212501	1.090197802
0.7487427	0.264897168	-0.199308813
0.98812592	0.044055283	-1.954196334
1.945779562	-0.283306837	0.045803647
-0.244236887	0.573735237	0.318822145
-3.123382568	-3.689299107	-4.539158821
2.887844801	0.472588539	-2.451695919
-0.330824494	0.632628977	0.293731183
0.951905608	0.827976525	-0.015596837
-0.608809233	-0.310787559	-1.369233727
0.177787095	0.246160626	-0.272372305
-0.345774889	-0.782408535	-0.539158881
0.307667345	1.065588474	1.274622321
0.208813936	-0.296981752	-1.40987587
0.167294711	0.188445151	-0.473069578
4.086071014	3.781562805	2.026895285
1.68028748	1.212774515	-0.047305755
0.188203692	-0.636187792	-1.494764686
-0.360881776	0.603482664	-0.235378027
1.988125801	0.236700296	-0.706268847
1.991103411	3.739479542	2.643235683
-0.216491908	0.372477055	0.188761562
0.391190737	1.799344301	2.097465754
-0.123382434	0.520154238	0.610588253
-1.930737376	-1.203872204	0.355659008
-1.438884377	-0.296981752	-2.146841288
0.080489844	0.603482664	1.887105942
1.536868095	1.657657862	2.472068548
-0.538419962	0.431716263	0.403355718
0.623851538	1.278791666	0.075551048
0.080489844	0.527931631	0.835880578
-1	-1.080489874	-0.40987584
-0.149377629	-0.487665236	-0.838719189
-0.097847372	-1.841302156	-0.63226819
2.663587093	2.799344301	4.497014523
1.368470669	0.044055283	1.494264126
-1.438884377	-0.128584221	-0.757799089
2.281150818	1.948774576	1.385653734
-0.590887368	0.292553604	-1.291231394
0.755763054	-0.068712682	0.030696772
0.600644112	-0.324726731	-0.63226819
-0.07275641	0.625397444	-0.539158881
-0.286881179	0.808951795	-0.43063435
-0.780990303	1.022195816	-0.706268847
-0.149377629	-0.618909836	-1.112894058
0.198545635	-0.229867473	-0.681177914
-0.976541042	0.292553604	0.936574578
-1.048094392	-0.988859475	-0.329705417
-0.573185384	1.20309186	-0.063425414
0.654225111	1.278791666	0.548304021
-0.17584981	-0.966833055	-1.015596867
0.046542555	-0.841302156	-1.112894058
-0.048094377	-1.618909836	-1.681177855
-1.504472613	-2.153246164	-3.217230558
0.902152538	-0.841302156	-0.217230707
0.639118195	-1.801773787	0.060754064
-0.801454425	-0.988859475	-0.096215315
-1.504472613	0.703018248	0.610588253
0.188203692	-0.01122725	0.472068399
0.023458958	-0.535493791	-0.757799089
0.135351866	0.054862022	-0.63226819
0.93962729	1.193343878	1.090197802
0.47865358	0.188445151	0.640750289
0.783508062	-0.283306837	-0.291231304
0.461580008	0.566201568	0.968635857
0.146078259	0.668252885	0.331205845
0.035046905	0.72348243	0.764621973
-0.202816993	-0.116409391	-0.129767835
-0.455003977	-0.203872278	-0.984570026
-0.391578555	1.865289688	1.455194592
0.167294711	-0.324726731	-0.473069578
-0.316027492	-0.456638366	-0.866733551
0.727474093	-0.153246254	0.680009663
0.850622296	-0.861480117	-0.310340136
2.310054064	2.431716204	2.391578674
0.902152538	0.535667241	0.133266494
-0.258312047	1.20309186	-0.129767835
1.565117598	2.865289688	2.064467669
-1.407175422	-0.881944239	-1.451696038
-0.149377629	-0.44137162	-1.079727173
-0.590887368	0.488618612	-0.656515837
-0.330824494	1.610824585	1.432384729
0.011777163	-0.033947289	-0.272372305
0.691314459	-0.923764348	-0.34933421
-1.438884377	0.789672673	0.782769263
-0.538419962	-1.396517277	-1.78427124
0.713118792	0.63982445	-0.031364135
0.382145613	-0.966833055	-0.473069578
0.177787095	-0.744440675	0.281020135
-0.149377629	-0.045442939	0.895469427
0.734598517	-1.153246284	-0.181606829
0.113656819	1.112894058	0.161280841
0.452966899	-0.535493791	0.483208954
1.409112573	2.290268898	0.403355718
-0.376148522	1.431716204	1.773724198
0.288431138	-0.456638366	0.415037513
-1.258312106	0.217591465	-0.56187892
-1.149377584	-0.519374132	-1.63226819
-0.52134639	-1.203872204	-0.954196334
-1.504472613	-0.568283677	0.318822145
-2.68280983	-1.966833115	-3.079727173
0.156725496	0.689212501	0.680009663
-0.060372695	0.274174929	-0.584962547
-1.645335197	-0.381870568	-1.681177855
-1.721284032	-1.256339669	0.620712459
-0.2302977	1	1.584962487
-0.136321485	1.260235786	1.415037513
0.461580008	-0.296981752	0.505235374
-1.504472613	-1.203872204	-1.291231394
-0.438884318	-0.671377182	-0.7842713
-0.663950861	1.488618612	0.281020135
0.994075179	1.188445091	0.505235374
0.727474093	1.743660212	0.42662546
-0.555697978	-0.153246254	0.119052649
0.035046905	-1.283306837	-0.389411747
-0.345774889	-0.618909836	-0.584962547
0.188203692	1.566201687	0.968635857
0.167294711	0.044055283	0.755461931
-0.258312047	-1.080489874	-0.34933421
-0.376148522	0.439983904	0.912052274
-0.407175392	0.207941294	-0.063425414
1.234169483	0.448204398	0.516123652
0.592824578	-0.296981752	-0.129767835
1.151411653	2.052167892	1.722935915
-0.097847372	0.033166975	0.600392461
-0.330824494	-1.519374132	-0.516791105
-1.886343241	-2.551795721	-1.539158821
0.495527416	-0.033947289	0.318822145
-0.801454425	0.977457464	-1.112894058
-0.886343241	-0.396517336	1.045803666
-0.504472613	-0.269760162	-0.199308813
2.063616037	0.682259738	1.082893014
-0.701918721	-0.763299704	0.367731839
0.156725496	-0.551795602	-0.7842713
0.249171764	-1.080489874	-0.757799089
0.958005786	0.543361664	1.415037513
0.426814646	-0.153246254	0.015430026
-0.060372695	-0.178337216	-0.681177914
-0.360881776	1.664729834	0.755461931
1.278715968	1.163698435	0.689659834
1.588898897	0.789672673	1.391578555
1.77662158	1.52793169	0.331205845
1.444301963	1.128324032	1.553598285
1.741688013	1.17859745	1.16128087
0.520473719	2.03589654	1.769180179
0.769702315	-0.966833055	-0.757799089
0.720314264	-0.203872278	0.835880578
0.080489844	0.207941294	-0.369233757
1.377601624	1.310700893	0.343484163
0.426814646	-0.080489844	-1.494764686
0.461580008	1.123198986	1.090197802
-2.023846626	1.551015139	1.349584341
0.391190737	0.566201568	0.331205845
-0.740912795	-0.636187792	-1.112894058
-0.487793863	-0.178337216	-0.473069578
1.68028748	0.983126223	-0.015596837
-1.407175422	1.158697844	0.610588253
1.035046935	1.531804562	1.287389636
0.409112662	2.057550907	1.694460869
0.47865358	-0.653675199	0.075551048
-0.360881776	0.72348243	2.388619184
0.945779443	0.716693223	0.331205845
0.307667345	0.246160626	-0.369233757
1.219009638	1.500525475	1.865982652
-1.286881208	0.840521753	0.281020135
1.377601624	1.070921898	0.920272768
0.600644112	0.138519883	-0.129767835
2.590862989	1.092060566	0.844545424
-0.422942698	0.14864409	0.030696772
0.057947308	0.236700296	-0.539158881
0.790361762	0.709871948	0.090197816
-0.2302977	0.63982445	0.281020135
-0.438884318	0.63982445	0.640750289
-0.976541042	-0.861480117	-2.146841288
-1.097847342	1.56997323	0.42662546
0.600644112	-0.19104825	-0.954196334
0.503890872	0.632628977	0.516123652
-0.301380724	1.038621426	0.708768666
-0.01187408	1.484627724	1.090197802
0.363883406	0.983126223	0.104697369
-0.345774889	0.389652252	0.281020135
0.426814646	1.703018188	1.59012413
-1.07275641	0.118055791	1.349584341
-0.590887368	0.827976525	1.119052649
-1.023846745	0.033166975	-0.164119422
-0.864648104	0.942969143	1.840219498
-0.258312047	-0.353015751	0.43812111
0.249171764	-0.269760162	-0.656515837
-1.230297685	-0.256339669	0.25525707
-0.286881179	-0.945137978	-0.199308813
-0.136321485	-0.902702749	0.293731183
0.544996023	1.618129492	1.082893014
-0.244236887	-0.487665236	-0.954196334
-0.555697978	-0.902702749	0.483208954
-0.504472613	-0.092363924	-0.43063435
1.939627171	1.484627724	0.045803647
-2.07275629	-1.725825071	-1.015596867
0.976153255	1.260235786	1.615659237
0.124545127	-0.080489844	-0.146841437
0.249171764	1.070921898	-0.031364135
0.669175506	-0.256339669	-0.43063435
0.080489844	-0.229867473	0.670294523
0.31719014	0.044055283	1.21572876
0.057947308	-0.178337216	1.060754061
0.470142096	-0.01122725	1.188761592
1.482890606	1.849859715	1.47764945
-1.843274593	-0.763299704	-0.369233757
-0.035919547	-0.411314338	-0.181606829
-0.360881776	0	0.472068399
0.046542555	-0.01122725	0.764621973
-0.048094377	0.480625868	0.202308238
-0.244236887	-0.744440675	0.968635857
-0.244236887	-0.310787559	-0.310340136
0.268934995	0.217591465	0.505235374
0.113656819	-0.243042842	-0.757799089
0.870162487	0.716693223	1.741611838
0.069262594	-2.153246164	-2.369233608
0.958005786	0.865289629	0.827163339
-0.316027492	-0.296981752	0.579782248
0.470142096	0.022195727	-0.389411747
-0.123382434	0.128324091	1.168200254
0.288431138	0.207941294	0.293731183
0.113656819	0.527931631	0.537656784
0.639118195	1.488618612	1.47764945
0.167294711	1.183529615	0.827163339
0.156725496	0.520154238	0.075551048
-0.90836966	-1.033947229	-0.063425414
0.363883406	-0.923764348	0.281020135
-1.07275641	-1.396517277	-1.217230678
1.573088408	3.549105644	3.345011711
0.080489844	0.632628977	-1.329705477
-0.455003977	-0.725825071	-0.329705417
0.857165217	-0.068712682	0.944656909
-1.123382449	-1.203872204	-1.539158821
-0.438884318	0.158697844	0.460841149
-0.538419962	1.6469841	0.558873236
1.783508062	2.994397163	2.889201403
-0.189270318	2.166192293	2.355659008
2.964080334	3.90241003	3.108299732
-0.01187408	0.054862022	-1.217230678
1.985141993	3.135977745	2.948681355
-1.608809233	-1.725825071	0.600392461
-0.864648104	-0.503432512	-1.181606889
0.011777163	0.504472673	-0.473069578
-0.976541042	1.038621426	1.615659237
0.31719014	0.632628977	0.281020135
0.298081309	0.770132482	1.126177073
-1.023846745	0.415037572	-1.681177855
0.470142096	0.097297251	0.355659008
-0.330824494	-0.203872278	0.090197816
3.656102419	4.328622818	3.748553753
-1.048094392	-0.256339669	-0.516791105
1.005900621	1.065588474	0.415037513
0.470142096	-0.269760162	0.331205845
0.046542555	0.971766293	0.835880578
-0.345774889	0.086804867	0.415037513
-0.555697978	-0.353015751	0.229025543
1.850622416	1.919510126	2.015429974
0.298081309	1.011140585	1.640750289
-1.258312106	-2.203872204	-0.43063435
0.762749553	-0.881944239	-0.7842713
0.268934995	0.72348243	0.736965537
-0.760812283	0.011140555	0.175086632
1.234169483	-0.128584221	-0.164119422
-0.52134639	0.044055283	0.075551048
-0.258312047	-3.1043365	-1.253756642
1.063616037	1.766849756	1.66051352
-0.272525907	0.178597391	0.030696772
-0.123382434	1.153679609	0.853158534
-0.376148522	2.52404809	3.695658684
0.239187688	2.310700893	-0.473069578
0.167294711	-0.923764348	0.460841149
0.691314459	0.128324091	-0.924448967
-0.286881179	-0.44137162	0.976541042
1.029264569	0.889639676	0.887105942
0.31719014	-0.256339669	-1.40987587
-1.538419962	-0.426264733	-0.07972721
2.435584784	0.207941294	0.367731839
-0.760812283	-0.283306837	0.202308238
-0.573185384	0.543361664	0.281020135
-0.590887368	0.96031636	0.569365621
0.669175506	1.657657862	1.548303962
-0.68280983	-1.256339669	0.391578555
-1.023846745	1.081529856	0.25525707
-0.68280983	1.188445091	1.202308178
-0.097847372	1.005581141	1.175086617
1.20368886	0.178597391	-0.681177914
0.102685571	-0.551795602	-0.329705417
0.776621699	-0.782408535	0.293731183
0.046542555	-1.283306837	-1.181606889
-1.123382449	-1.057030916	-0.811238468
0.495527416	1.005581141	0.968635857
-1.023846745	-0.945137978	0.800691187
-0.407175392	0.827976525	2.115477324
-0.90836966	-0.426264733	-1.181606889
-1.682809949	0.16868192	1.312590122
-0.90836966	-0.988859475	0.202308238
-0.272525907	-0.44137162	0.090197816
0.046542555	1.709871769	1.325027227
0.623851538	0.33750093	0.104697369
-2.608809233	-3.1043365	-3.539158821
-1.048094392	-0.821402609	-2.079727173
-0.976541042	-0.841302156	-0.253756642
2.606481075	3.210359812	0.483208954
-0.471305758	-0.801773787	-0.272372305
1.108181596	2.158697844	0.015430026
0.124545127	0.618129432	0.764621973
-1.608809233	-0.861480117	-2.731803894
-0.538419962	-0.44137162	-0.310340136
-1.976541042	-0.269760162	-0.681177914
0.32665047	1.773407459	0.8786937
-1.407175422	-0.216811329	0.318822145
0.382145613	1.439983845	0.936574578
0.278715998	-0.203872278	-0.112894036
0.135351866	0.292553604	1.195550799
-0.663950861	-1.256339669	-0.291231304
0.676592946	2.470572233	2.202308416
0.646691442	1.520154238	0.268196106
0.639118195	1.287980795	0.569365621
-0.035919547	0.198226154	0.449525863
-0.626956582	-2.057030916	0.367731839
0.249171764	-0.01122725	-0.112894036
-0.471305758	-0.671377182	-1.047305822
-0.123382434	-1.033947229	0.306331187
0.646691442	0.573735237	0.060754064
0.790361762	-0.203872278	-0.272372305
1.086070895	0.328622818	0.403355718
-1	0.610824645	1.22239244
-0.471305758	0.588685691	-0.757799089
1.439949989	0.581229806	0.689659834
0.239187688	0.520154238	0.229025543
-0.701918721	1.022195816	-0.43063435
-1.608809233	0.065588415	0.045803647
0.889441609	0.770132482	0.844545424
-0.487793863	-0.022542536	-0.584962547
-0.953457475	-0.092363924	0.640750289
-0.391578555	1.452297211	1.92436552
-0.504472613	-0.243042842	0.090197816
-0.07275641	-0.10433656	0.045803647
-0.886343241	0.158697844	-0.34933421
-0.801454425	-0.487665236	-2.079727173
0.713118792	1.59239912	0.809569299
0.895811081	-0.216811329	0.188761562
0.569108486	1.22717762	1.060754061
-0.455003977	0.581229806	0.030696772
0.676592946	0.566201568	0.569365621
-0.52134639	0.086804867	-1.291231394
-0.68280983	-1.338801861	-0.56187892
0.278715998	-1.310787559	0.379704475
-0.301380724	-0.601836205	-0.291231304
0.400179535	-0.381870568	0.449525863
0.705887318	0.682259738	0.708768666
0.167294711	0.178597391	0.379704475
2.478653669	0.456378341	0.268196106
-1.438884377	-1.88194418	-2.954196215
-0.216491908	1.643408775	0.526930392
-1.07275641	-0.653675199	-0.129767835
1.345386982	0.89566344	0.66051352
-0.590887368	0.158697844	1.36773181
-1.023846745	-1.689299107	-0.516791105
0.669175506	-0.19104825	-0.253756642
0.124545127	-0.045442939	-0.181606829
0.769702315	-0.618909836	0.483208954
1.99704051	2.484627724	2.762337446
-0.886343241	0.415037572	-0.329705417
-0.822212934	1.038621426	0.075551048
1.783508062	1.766849756	2.440980911
0.98812592	1.255559206	0.640750289
0.676592946	0.207941294	-0.096215315
0.011777163	-0.092363924	-0.63226819
0.705887318	-0.487665236	0.449525863
0.857165217	-0.636187792	0.242200911
-0.886343241	2.496567488	2.653134108
0.81745553	1.033166885	0.548304021
0.146078259	-0.165737197	0.483208954
-0.68280983	-0.568283677	-0.656515837
-0.930737376	0.977457464	0.992222607
1.023458958	0.821662724	0.281020135
1.326650381	0.63982445	1.261741042
-0.740912795	-0.338801891	-0.015596837
3.500760317	4.574674129	3.243839502
0.683972478	1.022195816	0.42662546
-0.097847372	-0.381870568	-0.584962547
-0.316027492	-0.782408535	-0.291231304
0.883043766	0.198226154	-0.181606829
0.135351866	0.198226154	0.318822145
0.167294711	0.821662724	0.242200911
0.783508062	-1.1043365	-1.63226819
0.639118195	0.398163736	0.736965537
2.049402237	-0.229867473	-0.811238468
1.040806174	-0.057030886	0.42662546
0.035046905	0.14864409	0.331205845
0.307667345	0.75032407	0.494264126
1.249171734	0.372477055	1.147341609
-0.555697978	0.246160626	0.718228996
-0.663950861	-0.324726731	0.984403133
-0.504472613	0.355094969	0.537656784
1.097168565	0.107713848	0.65066576
-0.244236887	1.038621426	1.168200254
0.683972478	-0.10433656	0.992222607
0.32665047	-0.487665236	0.42662546
-0.376148522	0.730239809	1.082893014
0.976153255	1.143590927	1.569365621
2.487115145	-0.396517336	0.060754064
1.317190051	2.816909313	2.057030916
0.895811081	-0.671377182	0.516123652
1.193383932	0.054862022	-0.43063435
0.146078259	1.427564621	1.574583292
-1.07275641	-1.310787559	-1.731803894
0.288431138	-1.456638336	-0.164119422
0.363883406	-0.861480117	-0.43063435
1.363883376	1.621767998	0.306331187
-3.230297804	0.310700893	-0.235378027
-0.2302977	1.183529615	1.082893014
0.33604911	-0.068712682	-0.291231304
-2.407175303	0.625397444	0.449525863
0.569108486	1.341919661	2.577185392
1.569108486	-0.945137978	-0.681177914
-1.645335197	-0.988859475	-0.539158881
0.876617551	0.301655769	0.620712459
1.102685571	0.188445151	0.175086632
-0.455003977	-0.902702749	0.090197816
0.470142096	1.539519548	0.281020135
1.373043418	2.115477324	2.157808781
1.288431168	0.086804867	-0.7842713
1.005900621	1.264897108	0.355659008
0.113656819	-0.44137162	-0.329705417
1.631505013	0.919510186	1.154328108
-1.504472613	-0.472068399	-2.079727173
-0.272525907	0.138519883	0.318822145
0.057947308	-0.988859475	0.060754064
2.97012949	2.816909313	2.857445955
-0.760812283	-2.153246164	-1.253756642
-0.555697978	0.217591465	0.718228996
0.631505013	0.207941294	0.65066576
-0.360881776	-0.535493791	-0.146841437
1.017629862	0.158697844	-0.369233757
0.623851538	-0.216811329	-0.272372305
-1.316027522	-0.310787559	0.548304021
-1.048094392	-0.44137162	0.147341669
-0.345774889	-0.456638366	-0.310340136
0.623851538	-0.178337216	-0.984570026
-0.189270318	1.315202236	0.689659834
0.592824578	1.14864397	0.161280841
0	0.178597391	0.015430026
-1.230297685	-0.503432512	-0.096215315
1.213920832	1.158697844	0.630766213
-1.286881208	-0.763299704	0.367731839
4.29868269	4.196397305	2.771454096
1.340725541	0.011140555	0
-0.01187408	0.138519883	0.746243298
-0.801454425	-0.763299704	-0.389411747
-0.801454425	-0.487665236	-0.199308813
-0.407175392	1.350716591	1.075551033
0.307667345	-0.057030886	-0.539158881
0.023458958	0.625397444	0.736965537
-0.060372695	0.310700893	1.574583292
-0.149377629	-1.923764467	-1.146841407
1.177787066	-0.487665236	-0.253756642
3.581015348	3.135977745	3.608046293
1.457279801	-0.080489844	0.355659008
2.188203573	-0.10433656	1.615659237
0.400179535	0.89566344	0.835880578
1.069262624	1.188445091	0.79175806
1.495527387	0.776675403	-0.217230707
-0.407175392	0.551015198	0.936574578
-0.048094377	0.776675403	-0.015596837
0.198545635	-0.116409391	0.516123652
3.441039324	2.290268898	0.403355718
0.046542555	0.907636106	0.640750289
-0.504472613	-0.551795602	-0.539158881
-0.68280983	-1.487665176	-2.291231155
-0.90836966	-0.707446456	-1.539158821
-0.136321485	0.292553604	-0.235378027
1.249171734	0.301655769	0.379704475
0.023458958	-0.296981752	0.505235374
-0.301380724	0.207941294	0.537656784
-0.504472613	-0.140862539	0.579782248
-0.330824494	0.065588415	-0.272372305
-0.035919547	-0.636187792	0.43812111
1.219009638	3.201876879	0.600392461
-0.538419962	1.269543409	0.895469427
-2.608809233	-3.1043365	-1.895302653
1.239187717	-0.216811329	-0.112894036
0.345387012	-0.216811329	0.861720622
-0.953457475	-1.618909836	-0.329705417
-0.538419962	-0.503432512	-0.329705417
-0.573185384	-1.033947229	-1.954196334
0.512206078	0.496567488	1.635766864
-0.376148522	0.67527324	-0.608421445
0.889441609	-0.744440675	-0.838719189
0.837446928	-0.324726731	-0.096215315
-0.202816993	-0.19104825	0.569365621
0.850622296	0.264897168	0.69924587
1.435584784	2.932752609	1.42662549
0.363883406	1.840521812	1.379704475
-0.286881179	-0.636187792	-0.731803894
1.183004737	1.086804867	2.258502722
1.177787066	0.783188641	1.060754061
0.400179535	-0.353015751	-0.164119422
1.017629862	-0.945137978	-0.473069578
0.373043448	0.372477055	0.976541042
-0.801454425	-0.092363924	0.318822145
1.452966809	0.588685691	1.574583292
-0.272525907	0.138519883	-0.146841437
1.052256107	1.193343878	1.569365621
1.023458958	-0.725825071	-0.866733551
-0.136321485	-0.725825071	0.483208954
-0.060372695	-0.256339669	0.835880578
-0.376148522	-0.671377182	-0.473069578
0.229133934	-0.472068399	0.030696772
0.091630399	0.319689691	0
1.035046935	0.033166975	1.972593904
-1.976541042	0.022195727	-1.63226819
-0.07275641	-0.057030886	0.460841149
-2.538419962	-3.841302156	-6.539158821
-0.471305758	-0.033947289	-0.584962547
-0.189270318	0.871415794	1.126177073
-0.953457475	-0.535493791	-1.047305822
-0.376148522	-1.338801861	-0.56187892
-0.023846716	0.551015198	-0.272372305
-0.149377629	0.913585365	0.670294523
-0.760812283	-0.033947289	0.861720622
-0.316027492	-0.988859475	0.736965537
-0.01187408	-0.487665236	0.708768666
-0.663950861	-1.519374132	-1.451696038
-0.740912795	-0.045442939	-1.78427124
1.097168565	1.183529615	-0.40987584
0.354664773	-0.243042842	0.202308238
0.569108486	4.177979469	2.287389755
-0.376148522	1.664729834	2.996116638
1.350033283	1.17859745	0.104697369
-1.608809233	-1.310787559	-0.063425414
0.921011567	1.060235262	2.192160368
-0.407175392	-2.923764467	-3.539158821
-0.822212934	-0.216811329	-1.112894058
-0.822212934	-0.707446456	0.147341669
1.368470669	1.337501049	2.625748158
-0.189270318	1.554826736	1.66051352
